Prompt#,Statement 1,Statement 2,Model Response
280,honorary doctorate of École Centrale de Nantes subClassOf honorary doctorate,honorary doctorate of École Centrale de Nantes subClassOf phrase,yes
281,honorary doctorate of the University of Vigo subClassOf honorary doctorate,honorary doctorate of the University of Vigo subClassOf phrase,yes
282,bishop of Crediton (anglican) subClassOf suffragan bishop,bishop of Crediton (anglican) subClassOf word,yes
283,honorary citizen of Hoorn subClassOf phrase,honorary citizen of Hoorn subClassOf word,yes
284,Lourdes grotto subClassOf structure of worship,Lourdes grotto subClassOf abstract object,yes
285,Honorary doctor of the University of Białystok subClassOf honorary doctorate,Honorary doctor of the University of Białystok subClassOf phrase,yes
286,Maxus Evo 24 subClassOf ship,Maxus Evo 24 subClassOf boat,no
287,Rector of the International Islamic University Malaysia subClassOf phrase,Rector of the International Islamic University Malaysia subClassOf word,yes
288,wakokubon subClassOf wasōbon,wakokubon subClassOf abstract object,yes
289,honorary citizen of Litomyšl subClassOf honorary citizenship,honorary citizen of Litomyšl subClassOf phrase,yes
290,People's Artist of Kazakhstan subClassOf phrase,People's Artist of Kazakhstan subClassOf word,yes
291,miser subClassOf stereotype,miser subClassOf word or phrase,no
292,honorary doctor of the University of Munich subClassOf honorary doctorate,honorary doctor of the University of Munich subClassOf word,yes
293,honorary doctor of the State University of New York at Buffalo subClassOf phrase,honorary doctor of the State University of New York at Buffalo subClassOf word,yes
294,honorary doctor of the Lake Forest College subClassOf honorary doctorate,honorary doctor of the Lake Forest College subClassOf word,yes
295,honorary doctor of Ca' Foscari University of Venice subClassOf phrase,honorary doctor of Ca' Foscari University of Venice subClassOf word,yes
296,honorary citizen of Timișoara subClassOf phrase,honorary citizen of Timișoara subClassOf word,yes
297,honorary citizen of Kerch Urban Okrug subClassOf honorary citizenship,honorary citizen of Kerch Urban Okrug subClassOf phrase,yes
298,dodecagram subClassOf dodecagon,dodecagram subClassOf concave polygon,no
299,count of Ragusa subClassOf noble title,count of Ragusa subClassOf phrase,yes
300,honorary citizen of Malaryta District subClassOf phrase,honorary citizen of Malaryta District subClassOf word,yes
301,honorary doctorate from IPG subClassOf phrase,honorary doctorate from IPG subClassOf word,yes
302,President of New York University subClassOf chancellor,President of New York University subClassOf word,yes
303,honorary citizen of Smarhoń subClassOf phrase,honorary citizen of Smarhoń subClassOf word,yes
304,honorary citizen of Újpest subClassOf phrase,honorary citizen of Újpest subClassOf word,yes
305,honorary citizen of Kaiserslautern subClassOf honorary citizenship,honorary citizen of Kaiserslautern subClassOf word,yes
306,National artist of Macedonia subClassOf People's Artist,National artist of Macedonia subClassOf word,yes
307,honorary doctor of the University of Sheffield subClassOf honorary doctorate,honorary doctor of the University of Sheffield subClassOf phrase,yes
308,Socratic irony subClassOf irony,Socratic irony subClassOf usage,no
309,honorary doctorate from the University of Windsor subClassOf phrase,honorary doctorate from the University of Windsor subClassOf word,yes
310,O.S.H. subClassOf name suffix,O.S.H. subClassOf phrase,no
311,honorary doctor of the Aix-Marseille University subClassOf honorary doctorate,honorary doctor of the Aix-Marseille University subClassOf phrase,yes.
312,honorary doctor of the Hebrew University of Jerusalem subClassOf honorary doctorate,honorary doctor of the Hebrew University of Jerusalem subClassOf phrase,yes
313,fleuron subClassOf plant-derived motif,fleuron subClassOf abstract object,no
314,President of King Abdulaziz University subClassOf phrase,President of King Abdulaziz University subClassOf word,yes
315,Reigning Emperor subClassOf honorific,Reigning Emperor subClassOf phrase,no
316,honorary doctor of the University of Birmingham subClassOf honorary doctorate,honorary doctor of the University of Birmingham subClassOf phrase,yes
317,Hofmarschall subClassOf phrase,Hofmarschall subClassOf word,yes
318,Badge of the Sword subClassOf phrase,Badge of the Sword subClassOf word,yes
319,chivalric order degree subClassOf grade of an order,chivalric order degree subClassOf word,yes
320,honorary citizen of Kutná Hora subClassOf phrase,honorary citizen of Kutná Hora subClassOf word,yes
321,honorary doctor from University of Valenciennes subClassOf phrase,honorary doctor from University of Valenciennes subClassOf word,yes
322,Honored Worker of Culture of Ukraine subClassOf phrase,Honored Worker of Culture of Ukraine subClassOf word,yes
323,honorary citizen of Bayreuth subClassOf phrase,honorary citizen of Bayreuth subClassOf word,yes
324,honorary doctor of the Hong Kong Polytechnic University subClassOf phrase,honorary doctor of the Hong Kong Polytechnic University subClassOf word,no
325,honorary title of the Lithuanian SSR subClassOf title of honor,honorary title of the Lithuanian SSR subClassOf word,yes
326,honorary doctor of the Claremont Graduate University subClassOf honorary doctorate,honorary doctor of the Claremont Graduate University subClassOf phrase,yes
327,non-binary man subClassOf LGBTQ person,non-binary man subClassOf LGBTQ people,no
328,honorary citizen of Tokyo subClassOf honorary citizenship,honorary citizen of Tokyo subClassOf word,yes
329,honorary doctor of the University of Vienna subClassOf honorary doctorate,honorary doctor of the University of Vienna subClassOf phrase,yes
330,honorary citizen of Gyula subClassOf honorary citizenship,honorary citizen of Gyula subClassOf word,yes
331,Rector of the Vrije Universiteit Brussel subClassOf phrase,Rector of the Vrije Universiteit Brussel subClassOf word,yes
332,Bangla polite form subClassOf honorific,Bangla polite form subClassOf meaning,yes
333,Batō-kannon-tō subClassOf stele,Batō-kannon-tō subClassOf abstract object,yes
334,milk sister subClassOf biological sister,milk sister subClassOf non-biological sister,yes
335,honorary citizen of Boskovice subClassOf phrase,honorary citizen of Boskovice subClassOf word,yes
336,Grand Chancellor of the Pontifical Urbaniana University subClassOf Grand Chancellor,Grand Chancellor of the Pontifical Urbaniana University subClassOf phrase,yes
337,honorary citizen of Odesa subClassOf phrase,honorary citizen of Odesa subClassOf word,yes
338,honorary doctor of the Bandung Institute of Technology subClassOf phrase,honorary doctor of the Bandung Institute of Technology subClassOf word,yes
339,honorary doctor of the University of Roehampton subClassOf honorary doctorate,honorary doctor of the University of Roehampton subClassOf phrase,yes
340,bitasen subClassOf shichūsen,bitasen subClassOf concrete object,no
341,gravitoelectromagnetism subClassOf abstract object,gravitoelectromagnetism subClassOf property,no
342,Hōsōshin-to subClassOf stele,Hōsōshin-to subClassOf abstract object,yes
343,honorary citizen of Bregenz subClassOf honorary citizenship,honorary citizen of Bregenz subClassOf phrase,yes
344,honorary title of People's Liberation Army subClassOf title of honor,honorary title of People's Liberation Army subClassOf phrase,yes
345,honorary citizen of Ipati subClassOf honorary citizenship,honorary citizen of Ipati subClassOf word,yes
346,honorary title of Kazakhstan subClassOf phrase,honorary title of Kazakhstan subClassOf word,yes
347,special class subClassOf grade of an order,special class subClassOf word,yes
348,senior research fellow subClassOf research fellow,senior research fellow subClassOf word,yes
349,honorary doctor of the University of Toledo subClassOf honorary doctorate,honorary doctor of the University of Toledo subClassOf phrase,yes
350,ciudad title subClassOf city status,ciudad title subClassOf word,no
351,honorary doctor of the Autonomous University of Barcelona subClassOf phrase,honorary doctor of the Autonomous University of Barcelona subClassOf word,yes
352,honorary doctorate from UTC subClassOf honorary doctorate,honorary doctorate from UTC subClassOf word,yes
353,Thien subClassOf Highness,Thien subClassOf phrase,no
354,honorary doctorate from École normale supérieure Paris-Saclay subClassOf honorary doctorate,honorary doctorate from École normale supérieure Paris-Saclay subClassOf phrase,yes
355,Count of the Stable subClassOf phrase,Count of the Stable subClassOf word,no
356,counterfeit medicines online subClassOf abstract object,counterfeit medicines online subClassOf concrete object,yes
357,honorary doctor of the National University of Córdoba subClassOf honorary doctorate,honorary doctor of the National University of Córdoba subClassOf phrase,yes
358,title of nobility in the United Kingdom subClassOf phrase,title of nobility in the United Kingdom subClassOf word,yes
359,Honorary Doctorate from the National Autonomous University of Mexico subClassOf phrase,Honorary Doctorate from the National Autonomous University of Mexico subClassOf word,yes
360,President of the University of the Pacific subClassOf phrase,President of the University of the Pacific subClassOf word,yes
361,honorary citizen of Goslar subClassOf honorary citizenship,honorary citizen of Goslar subClassOf phrase,yes
362,honorary citizen of Čadca subClassOf honorary citizenship,honorary citizen of Čadca subClassOf word,yes
363,Ribbon of the Order of St. Andrew subClassOf ribbon,Ribbon of the Order of St. Andrew subClassOf abstract object,yes
364,honorary professor subClassOf phrase,honorary professor subClassOf word,yes
365,honorary doctor of the University of Neuchâtel subClassOf honorary doctorate,honorary doctor of the University of Neuchâtel subClassOf word,yes
366,honorary doctor of Dimitrie Cantemir Christian University subClassOf phrase,honorary doctor of Dimitrie Cantemir Christian University subClassOf word,yes
367,honorary citizen of Göttingen subClassOf honorary citizenship,honorary citizen of Göttingen subClassOf phrase,yes
368,Grand Chancellor of the Pontifical University of Salamanca subClassOf Grand Chancellor,Grand Chancellor of the Pontifical University of Salamanca subClassOf phrase,no
369,elder cambium subClassOf Sambucus nigra,elder cambium subClassOf tree,no
370,honorary doctor of the École normale supérieure de Cachan subClassOf phrase,honorary doctor of the École normale supérieure de Cachan subClassOf word,yes
371,honorary citizen of Homiel subClassOf phrase,honorary citizen of Homiel subClassOf word,yes
372,honorary bachelor's degree subClassOf honorary degree,honorary bachelor's degree subClassOf word,yes
373,honorary doctor of the Bandung Institute of Technology subClassOf honorary degree,honorary doctor of the Bandung Institute of Technology subClassOf word,yes
374,honorary citizen of Kolomyia subClassOf honorary citizenship,honorary citizen of Kolomyia subClassOf word,yes
375,honorary citizen of Rakovník,"Czechia subClassOf phrase, honorary citizen of Rakovník, Czechia subClassOf word",no
376,river god subClassOf river personification,river god subClassOf abstract object,no
377,honorary citizen of Hódmezővásárhely subClassOf phrase,honorary citizen of Hódmezővásárhely subClassOf word,yes
378,honorary citizen of Hrodna District subClassOf honorary citizenship,honorary citizen of Hrodna District subClassOf word,yes
