Prompt#,Statement 1,Statement 2,Model Response
287,Rector of the International Islamic University Malaysia subClassOf phrase,Rector of the International Islamic University Malaysia subClassOf word,Yes
288,wakokubon subClassOf wasōbon,wakokubon subClassOf abstract object,No
289,honorary citizen of Litomyšl subClassOf honorary citizenship,honorary citizen of Litomyšl subClassOf phrase,yes
290,People's Artist of Kazakhstan subClassOf phrase,People's Artist of Kazakhstan subClassOf word,No
291,miser subClassOf stereotype,miser subClassOf word or phrase,Yes
292,honorary doctor of the University of Munich subClassOf honorary doctorate,honorary doctor of the University of Munich subClassOf word,Yes
293,honorary doctor of the State University of New York at Buffalo subClassOf phrase,honorary doctor of the State University of New York at Buffalo subClassOf word,Yes
294,honorary doctor of the Lake Forest College subClassOf honorary doctorate,honorary doctor of the Lake Forest College subClassOf word,Yes
295,honorary doctor of Ca' Foscari University of Venice subClassOf phrase,honorary doctor of Ca' Foscari University of Venice subClassOf word,No
296,honorary citizen of Timișoara subClassOf phrase,honorary citizen of Timișoara subClassOf word,Yes
297,honorary citizen of Kerch Urban Okrug subClassOf honorary citizenship,honorary citizen of Kerch Urban Okrug subClassOf phrase,No
298,dodecagram subClassOf dodecagon,dodecagram subClassOf concave polygon,No
299,count of Ragusa subClassOf noble title,count of Ragusa subClassOf phrase,No
300,honorary citizen of Malaryta District subClassOf phrase,honorary citizen of Malaryta District subClassOf word,Yes
301,honorary doctorate from IPG subClassOf phrase,honorary doctorate from IPG subClassOf word,Yes
302,President of New York University subClassOf chancellor,President of New York University subClassOf word,no
303,honorary citizen of Smarhoń subClassOf phrase,honorary citizen of Smarhoń subClassOf word,Yes
304,honorary citizen of Újpest subClassOf phrase,honorary citizen of Újpest subClassOf word,Yes
305,honorary citizen of Kaiserslautern subClassOf honorary citizenship,honorary citizen of Kaiserslautern subClassOf word,Yes
306,National artist of Macedonia subClassOf People's Artist,National artist of Macedonia subClassOf word,Yes
307,honorary doctor of the University of Sheffield subClassOf honorary doctorate,honorary doctor of the University of Sheffield subClassOf phrase,Yes
308,Socratic irony subClassOf irony,Socratic irony subClassOf usage,No
309,honorary doctorate from the University of Windsor subClassOf phrase,honorary doctorate from the University of Windsor subClassOf word,yes
310,O.S.H. subClassOf name suffix,O.S.H. subClassOf phrase,No
311,honorary doctor of the Aix-Marseille University subClassOf honorary doctorate,honorary doctor of the Aix-Marseille University subClassOf phrase,No
312,honorary doctor of the Hebrew University of Jerusalem subClassOf honorary doctorate,honorary doctor of the Hebrew University of Jerusalem subClassOf phrase,No
313,fleuron subClassOf plant-derived motif,fleuron subClassOf abstract object,No
314,President of King Abdulaziz University subClassOf phrase,President of King Abdulaziz University subClassOf word,Yes
315,Reigning Emperor subClassOf honorific,Reigning Emperor subClassOf phrase,No
316,honorary doctor of the University of Birmingham subClassOf honorary doctorate,honorary doctor of the University of Birmingham subClassOf phrase,Yes
317,Hofmarschall subClassOf phrase,Hofmarschall subClassOf word,yes
318,Badge of the Sword subClassOf phrase,Badge of the Sword subClassOf word,Yes
319,chivalric order degree subClassOf grade of an order,chivalric order degree subClassOf word,Yes
320,honorary citizen of Kutná Hora subClassOf phrase,honorary citizen of Kutná Hora subClassOf word,No
321,honorary doctor from University of Valenciennes subClassOf phrase,honorary doctor from University of Valenciennes subClassOf word,Yes
322,Honored Worker of Culture of Ukraine subClassOf phrase,Honored Worker of Culture of Ukraine subClassOf word,Yes
323,honorary citizen of Bayreuth subClassOf phrase,honorary citizen of Bayreuth subClassOf word,Yes
324,honorary doctor of the Hong Kong Polytechnic University subClassOf phrase,honorary doctor of the Hong Kong Polytechnic University subClassOf word,Yes
325,honorary title of the Lithuanian SSR subClassOf title of honor,honorary title of the Lithuanian SSR subClassOf word,No
326,honorary doctor of the Claremont Graduate University subClassOf honorary doctorate,honorary doctor of the Claremont Graduate University subClassOf phrase,No
327,non-binary man subClassOf LGBTQ person,non-binary man subClassOf LGBTQ people,No
328,honorary citizen of Tokyo subClassOf honorary citizenship,honorary citizen of Tokyo subClassOf word,Yes
329,honorary doctor of the University of Vienna subClassOf honorary doctorate,honorary doctor of the University of Vienna subClassOf phrase,No
330,honorary citizen of Gyula subClassOf honorary citizenship,honorary citizen of Gyula subClassOf word,Yes
331,Rector of the Vrije Universiteit Brussel subClassOf phrase,Rector of the Vrije Universiteit Brussel subClassOf word,No
332,Bangla polite form subClassOf honorific,Bangla polite form subClassOf meaning,No
333,Batō-kannon-tō subClassOf stele,Batō-kannon-tō subClassOf abstract object,Yes
334,milk sister subClassOf biological sister,milk sister subClassOf non-biological sister,yes
335,honorary citizen of Boskovice subClassOf phrase,honorary citizen of Boskovice subClassOf word,Yes
336,Grand Chancellor of the Pontifical Urbaniana University subClassOf Grand Chancellor,Grand Chancellor of the Pontifical Urbaniana University subClassOf phrase,Yes
337,honorary citizen of Odesa subClassOf phrase,honorary citizen of Odesa subClassOf word,No
338,honorary doctor of the Bandung Institute of Technology subClassOf phrase,honorary doctor of the Bandung Institute of Technology subClassOf word,Yes
339,honorary doctor of the University of Roehampton subClassOf honorary doctorate,honorary doctor of the University of Roehampton subClassOf phrase,No
340,bitasen subClassOf shichūsen,bitasen subClassOf concrete object,No
341,gravitoelectromagnetism subClassOf abstract object,gravitoelectromagnetism subClassOf property,Yes
342,Hōsōshin-to subClassOf stele,Hōsōshin-to subClassOf abstract object,Yes
343,honorary citizen of Bregenz subClassOf honorary citizenship,honorary citizen of Bregenz subClassOf phrase,Yes
344,honorary title of People's Liberation Army subClassOf title of honor,honorary title of People's Liberation Army subClassOf phrase,No
345,honorary citizen of Ipati subClassOf honorary citizenship,honorary citizen of Ipati subClassOf word,Yes
346,honorary title of Kazakhstan subClassOf phrase,honorary title of Kazakhstan subClassOf word,No
347,special class subClassOf grade of an order,special class subClassOf word,Yes
348,senior research fellow subClassOf research fellow,senior research fellow subClassOf word,Yes
349,honorary doctor of the University of Toledo subClassOf honorary doctorate,honorary doctor of the University of Toledo subClassOf phrase,Yes
350,ciudad title subClassOf city status,ciudad title subClassOf word,Yes
351,honorary doctor of the Autonomous University of Barcelona subClassOf phrase,honorary doctor of the Autonomous University of Barcelona subClassOf word,No
352,honorary doctorate from UTC subClassOf honorary doctorate,honorary doctorate from UTC subClassOf word,Yes
353,Thien subClassOf Highness,Thien subClassOf phrase,Yes
354,honorary doctorate from École normale supérieure Paris-Saclay subClassOf honorary doctorate,honorary doctorate from École normale supérieure Paris-Saclay subClassOf phrase,yes
355,Count of the Stable subClassOf phrase,Count of the Stable subClassOf word,No
356,counterfeit medicines online subClassOf abstract object,counterfeit medicines online subClassOf concrete object,Yes
357,honorary doctor of the National University of Córdoba subClassOf honorary doctorate,honorary doctor of the National University of Córdoba subClassOf phrase,Yes
358,title of nobility in the United Kingdom subClassOf phrase,title of nobility in the United Kingdom subClassOf word,No
359,Honorary Doctorate from the National Autonomous University of Mexico subClassOf phrase,Honorary Doctorate from the National Autonomous University of Mexico subClassOf word,Yes
360,President of the University of the Pacific subClassOf phrase,President of the University of the Pacific subClassOf word,Yes
361,honorary citizen of Goslar subClassOf honorary citizenship,honorary citizen of Goslar subClassOf phrase,yes
362,honorary citizen of Čadca subClassOf honorary citizenship,honorary citizen of Čadca subClassOf word,yes
363,Ribbon of the Order of St. Andrew subClassOf ribbon,Ribbon of the Order of St. Andrew subClassOf abstract object,Yes
364,honorary professor subClassOf phrase,honorary professor subClassOf word,Yes
365,honorary doctor of the University of Neuchâtel subClassOf honorary doctorate,honorary doctor of the University of Neuchâtel subClassOf word,Yes
366,honorary doctor of Dimitrie Cantemir Christian University subClassOf phrase,honorary doctor of Dimitrie Cantemir Christian University subClassOf word,No
367,honorary citizen of Göttingen subClassOf honorary citizenship,honorary citizen of Göttingen subClassOf phrase,yes
368,Grand Chancellor of the Pontifical University of Salamanca subClassOf Grand Chancellor,Grand Chancellor of the Pontifical University of Salamanca subClassOf phrase,Yes
369,elder cambium subClassOf Sambucus nigra,elder cambium subClassOf tree,No
370,honorary doctor of the École normale supérieure de Cachan subClassOf phrase,honorary doctor of the École normale supérieure de Cachan subClassOf word,Yes
371,honorary citizen of Homiel subClassOf phrase,honorary citizen of Homiel subClassOf word,No
372,honorary bachelor's degree subClassOf honorary degree,honorary bachelor's degree subClassOf word,Yes
373,honorary doctor of the Bandung Institute of Technology subClassOf honorary degree,honorary doctor of the Bandung Institute of Technology subClassOf word,Yes
374,honorary citizen of Kolomyia subClassOf honorary citizenship,honorary citizen of Kolomyia subClassOf word,Yes
375,honorary citizen of Rakovník,"Czechia subClassOf phrase, honorary citizen of Rakovník, Czechia subClassOf word",No
376,river god subClassOf river personification,river god subClassOf abstract object,Yes
377,honorary citizen of Hódmezővásárhely subClassOf phrase,honorary citizen of Hódmezővásárhely subClassOf word,No
378,honorary citizen of Hrodna District subClassOf honorary citizenship,honorary citizen of Hrodna District subClassOf word,No
379,equerry subClassOf court rank in the Russian Empire,equerry subClassOf word,Yes
380,honorary doctorate of the Henri Poincaré University subClassOf honorary doctorate,honorary doctorate of the Henri Poincaré University subClassOf word,Yes
381,honorary doctor of the University of Illinois system subClassOf honorary doctorate,honorary doctor of the University of Illinois system subClassOf phrase,Yes
382,honorary doctor of the Sichuan University subClassOf honorary doctorate,honorary doctor of the Sichuan University subClassOf word,Yes
383,honorary degree subClassOf phrase,honorary degree subClassOf word,Yes
384,honorary doctor of the French National Museum of Natural History subClassOf phrase,honorary doctor of the French National Museum of Natural History subClassOf word,No
385,Buddha sculpture in Thailand subClassOf abstract object,Buddha sculpture in Thailand subClassOf concrete object,Yes
386,six-pointed star subClassOf concave polygon,six-pointed star subClassOf convex polygon,Yes
387,honorary doctorate of Grenoble-III University subClassOf honorary doctorate,honorary doctorate of Grenoble-III University subClassOf phrase,Yes
